sample_id,Lead_(ppb),parcel_id,Date_Submitted,google_add,Latitude,Longitude,Owner_Type,Land_Value,Land_Improvements_Value,Residential_Building_Value,Residential_Building_Style,Commercial_Building_Value,Building_Storeys,Parcel_Acres,Rental,Use_Type,Prop_Class,Year_Built,USPS_Vacancy,Zoning,Future_Landuse,DRAFT_Zone,Housing_Condition_2012,Housing_Condition_2014,Commercial_Condition_2013,Hydrant_Type,Ward,PRECINCT,CENTRACT,CENBLOCK,SL_Type,SL_Type2,SL_Lead,Homestead,Homestead_Percent,HomeSEV
sample_007357,0.0,parcel_004582,2016-02-12 13:45:30,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_009596,0.0,parcel_004582,2016-02-12 13:45:32,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_016552,0.0,parcel_004582,2016-02-12 13:45:33,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_014785,0.0,parcel_004582,2016-02-12 13:45:34,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_012218,0.0,parcel_004582,2016-02-12 13:45:38,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_002430,0.0,parcel_004582,2016-02-12 13:45:42,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_002998,0.0,parcel_004582,2016-02-12 13:45:43,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_014326,0.0,parcel_004582,2016-02-12 13:45:44,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_002712,0.0,parcel_004582,2016-02-12 13:45:46,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_010295,0.0,parcel_004582,2016-02-12 13:45:50,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_008033,0.0,parcel_004582,2016-02-12 13:46:00,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_008637,1.0,parcel_004582,2016-02-12 13:04:10,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_003877,1.0,parcel_004582,2016-02-12 13:18:40,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_001104,1.0,parcel_004582,2016-02-12 13:45:02,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_005881,1.0,parcel_004582,2016-02-12 13:45:35,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_011166,1.0,parcel_004582,2016-02-12 13:45:49,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_002204,2.0,parcel_004582,2016-02-12 13:04:08,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_014655,2.0,parcel_004582,2016-02-12 13:15:12,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_012674,2.0,parcel_004582,2016-02-12 13:44:07,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_015823,2.0,parcel_004582,2016-02-12 13:45:01,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_007175,2.0,parcel_004582,2016-02-12 13:45:03,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_007067,2.0,parcel_004582,2016-02-12 13:45:06,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_006075,2.0,parcel_004582,2016-02-12 13:45:24,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_009564,2.0,parcel_004582,2016-02-12 13:45:40,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_001373,3.0,parcel_004582,2016-02-12 13:04:19,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_016308,3.0,parcel_004582,2016-02-12 13:15:08,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_014282,3.0,parcel_004582,2016-02-12 13:44:55,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_003042,3.0,parcel_004582,2016-02-12 13:45:19,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_006157,4.0,parcel_004582,2016-02-02 14:01:57,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_008222,4.0,parcel_004582,2016-02-12 13:04:09,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_014511,4.0,parcel_004582,2016-02-12 13:14:44,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_006715,4.0,parcel_004582,2016-02-12 13:45:28,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_000004,4.0,parcel_004582,2016-02-12 13:46:01,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_001154,5.0,parcel_004582,2016-02-02 13:30:14,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_002948,5.0,parcel_004582,2016-02-12 13:45:47,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_000612,6.0,parcel_004582,2016-02-12 13:44:58,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_004920,7.0,parcel_004582,2016-02-12 13:14:52,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_016075,9.0,parcel_004582,2016-02-12 13:04:11,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_002939,9.0,parcel_004582,2016-02-12 13:04:16,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_016310,18.0,parcel_004582,2016-02-12 13:15:01,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_010229,20.0,parcel_004582,2016-02-12 13:45:15,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_014643,22.0,parcel_004582,2016-02-12 13:44:02,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_008295,27.0,parcel_004582,2016-02-12 13:20:47,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_011170,71.0,parcel_004582,2016-02-12 13:14:54,"3800 Richfield Rd, Flint, MI 48506, USA",43.04988,-83.638079,Public,0,0,0,,0.0,0,0.0,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Mueller,4,22,002400,3,0,0,0,No,0.0,0
sample_014913,0.0,parcel_007427,2015-10-13 14:30:09,"822 Frank St, Flint, MI 48504, USA",43.01396,-83.71922,Private,10376,0,72250,TWO STORY,0.0,0,0.127,No,Residential,RI,1928,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,6,37,001600,3,0,0,0,Yes,100.0,11700
sample_009021,0.0,parcel_007427,2016-02-04 13:15:09,"822 Frank St, Flint, MI 48504, USA",43.01396,-83.71922,Private,10376,0,72250,TWO STORY,0.0,0,0.127,No,Residential,RI,1928,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,6,37,001600,3,0,0,0,Yes,100.0,11700
sample_015670,0.0,parcel_003433,2015-10-13 14:30:10,"2516 Nolen Dr, Flint, MI 48504, USA",43.01712,-83.727805,Private,32174,0,27133,TWO STORY,0.0,0,0.269,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,37,001600,1,0,0,0,Yes,100.0,31900
sample_017174,0.0,parcel_003433,2016-02-09 13:43:38,"2516 Nolen Dr, Flint, MI 48504, USA",43.01712,-83.727805,Private,32174,0,27133,TWO STORY,0.0,0,0.269,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,37,001600,1,0,0,0,Yes,100.0,31900
sample_005014,9.0,parcel_003433,2016-02-02 13:19:37,"2516 Nolen Dr, Flint, MI 48504, USA",43.01712,-83.727805,Private,32174,0,27133,TWO STORY,0.0,0,0.269,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,37,001600,1,0,0,0,Yes,100.0,31900
sample_004173,0.0,parcel_010707,2015-10-13 14:30:12,"3224 N Averill Ave, Flint, MI 48506, USA",43.044282,-83.644846,Private,9018,0,21574,ONE STORY,0.0,0,0.711,No,Residential,RI,1958,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,15300
sample_008412,0.0,parcel_010707,2016-02-02 13:22:13,"3224 N Averill Ave, Flint, MI 48506, USA",43.044282,-83.644846,Private,9018,0,21574,ONE STORY,0.0,0,0.711,No,Residential,RI,1958,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,15300
sample_008136,0.0,parcel_001835,2015-10-13 14:30:13,"3741 Joal Ln, Flint, MI 48506, USA",43.049207,-83.638481,Private,4080,7,19710,TRI-LEVEL,0.0,0,0.117,No,Residential,RI,1961,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,4,22,002400,3,1,0,0,Yes,100.0,12800
sample_015434,0.0,parcel_000304,2015-10-13 14:30:20,"1401 Woodlawn Park Dr, Flint, MI 48503, USA",43.013868,-83.670154,Private,32122,0,243640,TWO STORY,0.0,0,0.186,No,Residential,RI,1923,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,A.D.,7,42,003000,3,11,0,0,Yes,100.0,52300
sample_010613,0.0,parcel_006809,2015-10-13 14:30:31,"902 E Court St, Flint, MI 48503, USA",43.0167069,-83.677274,Public,261272,0,54501,TWO STORY,0.0,0,0.65,Yes,Commercial,CI,0,N,C-2,Mixed Residential,MR-3, , , ,A.D.,7,42,002900,2,11,0,0,No,0.0,0
sample_009430,0.0,parcel_006809,2016-02-03 14:24:10,"902 E Court St, Flint, MI 48503, USA",43.0167069,-83.677274,Public,261272,0,54501,TWO STORY,0.0,0,0.65,Yes,Commercial,CI,0,N,C-2,Mixed Residential,MR-3, , , ,A.D.,7,42,002900,2,11,0,0,No,0.0,0
sample_006900,0.0,parcel_002333,2015-10-13 14:30:34,"820 Garland St, Flint, MI 48503, USA",43.023354,-83.69812,Public,0,0,0,,0.0,0,0.863,No,Commercial,CI,0,N,C-1,Mixed Residential,MR-3, , ,Good,Mueller,5,32,001400,3,1,0,0,No,0.0,0
sample_009594,0.0,parcel_002333,2016-01-22 12:57:06,"820 Garland St, Flint, MI 48503, USA",43.023354,-83.69812,Public,0,0,0,,0.0,0,0.863,No,Commercial,CI,0,N,C-1,Mixed Residential,MR-3, , ,Good,Mueller,5,32,001400,3,1,0,0,No,0.0,0
sample_011603,2.0,parcel_002333,2016-01-24 12:12:38,"820 Garland St, Flint, MI 48503, USA",43.023354,-83.69812,Public,0,0,0,,0.0,0,0.863,No,Commercial,CI,0,N,C-1,Mixed Residential,MR-3, , ,Good,Mueller,5,32,001400,3,1,0,0,No,0.0,0
sample_002866,0.0,parcel_004564,2015-10-13 14:30:39,"518 Mason St, Flint, MI 48503, USA",43.019352,-83.697666,Private,605,435,12983,TWO STORY,0.0,0,0.086,No,Residential,RI,1900,N,B1,Mixed Residential,MR-1,Good,Good, ,T.C.,5,32,002800,2,11,0,0,Yes,100.0,7000
sample_013912,0.0,parcel_003989,2015-10-13 14:30:47,"1705 Laurel Oak Dr, Flint, MI 48507, USA",42.9824615,-83.7044321,Private,21929,0,53002,TWO STORY,0.0,0,0.229,No,Residential,RI,1967,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,43500
sample_013450,0.0,parcel_007755,2015-10-13 14:30:48,"2010 Castle Ln, Flint, MI 48504, USA",43.0548484,-83.7281962,Private,981,0,73947,ONE STORY,0.0,0,0.125,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,2,8,000500,1,1,0,0,Yes,100.0,10500
sample_009274,0.0,parcel_005772,2015-10-16 08:29:51,"422 Chalmers St, Flint, MI 48503, USA",43.022925,-83.657358,Private,21832,0,113110,ONE STORY,0.0,0,0.16,No,Residential,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,44,003000,2,1,0,0,Yes,100.0,17300
sample_014311,0.0,parcel_005772,2016-02-08 13:06:23,"422 Chalmers St, Flint, MI 48503, USA",43.022925,-83.657358,Private,21832,0,113110,ONE STORY,0.0,0,0.16,No,Residential,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,44,003000,2,1,0,0,Yes,100.0,17300
sample_010809,0.0,parcel_004592,2015-10-16 08:29:53,"3248 Prospect St, Flint, MI 48504, USA",43.030855,-83.736671,Private,5988,0,34140,TWO STORY,0.0,0,0.19,No,Residential,RI,1964,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001300,1,1,0,0,Yes,100.0,20100
sample_011383,0.0,parcel_005797,2015-10-16 08:29:56,"2306 Mountain Ave, Flint, MI 48503, USA",43.0188879,-83.659583,Private,17877,0,120602,ONE STORY,0.0,0,0.115,No,Residential,RI,1940,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,7,45,003000,2,1,0,0,Yes,100.0,16300
sample_012584,0.0,parcel_000280,2015-10-16 08:30:03,"3730 Delaware Ave, Flint, MI 48506, USA",43.039709,-83.639003,Private,9500,0,13526,ONE STORY,0.0,0,0.115,No,Residential,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,4,22,002700,2,1,0,0,Yes,100.0,13900
sample_007926,2.0,parcel_000280,2016-01-26 13:57:31,"3730 Delaware Ave, Flint, MI 48506, USA",43.039709,-83.639003,Private,9500,0,13526,ONE STORY,0.0,0,0.115,No,Residential,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,4,22,002700,2,1,0,0,Yes,100.0,13900
sample_008543,0.0,parcel_006377,2015-10-16 08:30:07,"932 Ingleside Ave, Flint, MI 48507, USA",42.983834,-83.691636,Private,2860,0,18875,CAPECOD,0.0,0,0.119,Yes,Residential,RI,1947,N,A2,Green Neighborhood,GN-2,Good,Good, ,A.D.,9,59,004000,4,1,0,0,Yes,100.0,0
sample_005467,0.0,parcel_010648,2015-10-16 08:30:11,"5714 Baldwin Blvd, Flint, MI 48505, USA",43.065323,-83.715915,Private,787,0,49060,ONE STORY,0.0,0,0.126,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,1,4,000300,3,1,0,0,Yes,100.0,9100
sample_015158,0.0,parcel_010648,2016-02-05 13:08:26,"5714 Baldwin Blvd, Flint, MI 48505, USA",43.065323,-83.715915,Private,787,0,49060,ONE STORY,0.0,0,0.126,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,1,4,000300,3,1,0,0,Yes,100.0,9100
sample_012544,0.0,parcel_000429,2015-10-20 15:06:52,"555 Saginaw St, Flint, MI 48502, USA",43.015561,-83.6898428,Private,133044,0,0,,4348738.231,3,0.304,Yes,Commercial,CI,0,N,D-4,Downtown District,DC, , ,Good,Other,7,42,002800,2,10,0,0,No,0.0,0
sample_008146,0.0,parcel_009807,2015-10-20 15:06:53,"1002 McKeighan Ave, Flint, MI 48507, USA",42.983305,-83.657675,Private,2733,0,27456,ONE STORY,0.0,0,0.134,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,61,003500,3,1,0,0,Yes,100.0,15100
sample_002124,0.0,parcel_009807,2016-01-31 13:06:45,"1002 McKeighan Ave, Flint, MI 48507, USA",42.983305,-83.657675,Private,2733,0,27456,ONE STORY,0.0,0,0.134,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,61,003500,3,1,0,0,Yes,100.0,15100
sample_016169,0.0,parcel_001513,2015-10-20 15:06:55,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_002444,0.0,parcel_001513,2015-10-20 15:07:09,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_009875,0.0,parcel_001513,2015-10-20 15:07:21,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_003014,0.0,parcel_001513,2015-10-20 15:07:27,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_016016,0.0,parcel_001513,2015-10-20 15:07:28,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_011469,0.0,parcel_001513,2015-10-20 15:07:29,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_005049,0.0,parcel_001513,2015-10-20 15:07:32,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_011556,0.0,parcel_001513,2015-10-20 15:07:36,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_000345,0.0,parcel_001513,2015-10-20 15:07:37,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_013124,0.0,parcel_001513,2015-10-20 15:07:38,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_012464,0.0,parcel_001513,2015-10-20 15:07:39,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_005793,0.0,parcel_001513,2015-10-20 15:07:44,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_014480,0.0,parcel_001513,2015-10-20 15:07:46,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
sample_015889,0.0,parcel_001513,2016-01-24 12:13:39,"2820 Saginaw St, Flint, MI 48503, USA",42.9963817,-83.6788367,Private,66273,76050,0,,654771.4397,3,7.96,No,Commercial,CI,0, ,B,Green Neighborhood,GN-1, , ,Good,T.C.,9,55,003800,2,1,0,0,No,0.0,0
